A1Kcf8Z1u3,9940f768-5607-11ec-b7c6-b46bfc47735d,78,67,70,83,47,93,30,106,9,80,C
Rjuqf7P3nX,9940f768-5607-11ec-b7c6-b46bfc47735d,96,71,94,67,24,73,28,126,8,90,A
ECk9NPOnC1,9940f768-5607-11ec-b7c6-b46bfc47735d,88,60,97,94,43,86,53,103,0,64,B-
0nYGfSzH52,9940f768-5607-11ec-b7c6-b46bfc47735d,83,100,27,33,20,80,56,34,3,99,C-
8BdlWK9mvn,9940f768-5607-11ec-b7c6-b46bfc47735d,87,56,63,56,55,46,57,103,9,47,B
hEp6l3yRkB,9940f768-5607-11ec-b7c6-b46bfc47735d,73,88,73,68,57,83,23,135,8,24,B
vrSPzDaBog,9940f768-5607-11ec-b7c6-b46bfc47735d,46,51,64,47,57,56,33,107,8,41,D+
yVEE6glmyP,9940f768-5607-11ec-b7c6-b46bfc47735d,52,88,90,67,20,29,28,45,1,82,C+
4D8d5NFQey,9940f768-5607-11ec-b7c6-b46bfc47735d,74,96,69,94,31,92,41,149,3,67,A
tmil3gYi8I,9940f768-5607-11ec-b7c6-b46bfc47735d,55,56,92,54,41,22,41,120,3,58,B-
stB2damzF1,9940f768-5607-11ec-b7c6-b46bfc47735d,94,47,70,50,41,22,56,124,7,28,C+
Q5zYQSo07T,9940f768-5607-11ec-b7c6-b46bfc47735d,73,82,40,77,30,62,47,91,3,70,D+
WJrWAidLZ5,9940f769-5607-11ec-9f03-b46bfc47735d,95,72,100,72,27,100,55,64,5,80,C
l8fb19WIds,9940f769-5607-11ec-9f03-b46bfc47735d,88,70,92,88,55,82,24,138,7,79,D
DlK1RDF6DZ,9940f769-5607-11ec-9f03-b46bfc47735d,69,61,51,72,40,67,49,57,3,92,B
s8jX7v1r9L,9940f769-5607-11ec-9f03-b46bfc47735d,80,46,64,35,21,76,36,120,1,58,C+
qSaWq5Khmt,9940f769-5607-11ec-9f03-b46bfc47735d,78,90,68,50,29,77,59,149,6,49,A
JEdJCRTwMu,9940f769-5607-11ec-9f03-b46bfc47735d,98,52,97,78,45,92,43,141,6,96,A
LbOIaCTwOR,9940f769-5607-11ec-9f03-b46bfc47735d,78,69,89,94,35,41,59,146,3,36,A
F8SGo1rfbJ,9940f769-5607-11ec-9f03-b46bfc47735d,81,91,53,92,26,53,43,71,6,99,A-
aDQQtN7BnB,9940f769-5607-11ec-9f03-b46bfc47735d,90,78,72,65,47,77,53,86,7,84,C
w4xX1lvTG7,9940f769-5607-11ec-9f03-b46bfc47735d,68,45,92,39,25,99,30,47,3,86,D+
ixYZCGpl5D,9940f769-5607-11ec-9f03-b46bfc47735d,58,45,86,66,36,73,53,65,3,58,D+
iep724zbM3,9940f769-5607-11ec-9f03-b46bfc47735d,63,61,87,35,20,96,47,101,5,79,A
rRMSF0EH7d,9940f769-5607-11ec-9f03-b46bfc47735d,71,75,68,64,48,83,28,42,1,78,B
EWUS9AaKts,9940f769-5607-11ec-9f03-b46bfc47735d,89,67,54,98,22,63,32,119,4,54,B
A1Kcf8Z1u3,9940f76a-5607-11ec-ae8d-b46bfc47735d,62,95,98,88,67,58,98,66,58,94,A
Rjuqf7P3nX,9940f76a-5607-11ec-ae8d-b46bfc47735d,100,92,86,78,74,54,58,85,67,59,A
ECk9NPOnC1,9940f76a-5607-11ec-ae8d-b46bfc47735d,60,81,88,93,69,69,67,61,86,51,C
0nYGfSzH52,9940f76a-5607-11ec-ae8d-b46bfc47735d,63,71,57,26,75,44,25,20,45,58,A
8BdlWK9mvn,9940f76a-5607-11ec-ae8d-b46bfc47735d,86,68,41,74,77,77,100,78,96,74,B
hEp6l3yRkB,9940f76a-5607-11ec-ae8d-b46bfc47735d,56,71,96,41,26,23,75,68,97,66,D
vrSPzDaBog,9940f76a-5607-11ec-ae8d-b46bfc47735d,48,76,65,75,88,31,62,72,46,40,A
yVEE6glmyP,9940f76a-5607-11ec-ae8d-b46bfc47735d,56,88,26,97,94,80,55,45,70,82,B
4D8d5NFQey,9940f76a-5607-11ec-ae8d-b46bfc47735d,63,58,56,63,36,46,38,29,35,48,B
tmil3gYi8I,9940f76a-5607-11ec-ae8d-b46bfc47735d,74,47,99,62,43,80,97,25,42,90,A
stB2damzF1,9940f76a-5607-11ec-ae8d-b46bfc47735d,57,92,67,88,85,29,54,34,43,38,B+
Q5zYQSo07T,9940f76a-5607-11ec-ae8d-b46bfc47735d,78,78,83,93,67,76,43,53,91,66,A
s8jX7v1r9L,9940f76a-5607-11ec-ae8d-b46bfc47735d,77,88,49,91,39,98,65,84,27,52,D+
qSaWq5Khmt,9940f76a-5607-11ec-ae8d-b46bfc47735d,59,52,42,64,45,30,74,44,68,44,C-
JEdJCRTwMu,9940f76a-5607-11ec-ae8d-b46bfc47735d,86,77,62,45,70,38,24,21,47,40,B+
LbOIaCTwOR,9940f76a-5607-11ec-ae8d-b46bfc47735d,98,71,46,81,45,40,33,93,72,54,C-
F8SGo1rfbJ,9940f76a-5607-11ec-ae8d-b46bfc47735d,86,93,89,31,91,81,40,70,36,53,B-
aDQQtN7BnB,9940f76a-5607-11ec-ae8d-b46bfc47735d,86,74,58,54,90,40,77,51,62,93,C-
w4xX1lvTG7,9940f76a-5607-11ec-ae8d-b46bfc47735d,75,89,58,83,62,47,72,48,62,93,D+
ixYZCGpl5D,9940f76a-5607-11ec-ae8d-b46bfc47735d,64,45,22,32,39,45,66,70,57,21,B+
tmt3aPs20s,9940f76b-5607-11ec-9e94-b46bfc47735d,95,83,96,88,33,86,51,103,1,64,B+
QrcaEXMLnx,9940f76b-5607-11ec-9e94-b46bfc47735d,89,95,76,55,56,36,48,40,7,52,A
VxX7KCsBEi,9940f76b-5607-11ec-9e94-b46bfc47735d,70,95,70,97,44,47,27,108,9,58,B+
PiQvBSPut9,9940f76b-5607-11ec-9e94-b46bfc47735d,70,91,66,67,30,56,26,120,6,53,B+
MvygDkC5GZ,9940f76b-5607-11ec-9e94-b46bfc47735d,44,71,36,76,31,71,23,94,0,84,B-
pSE2USVUGe,9940f76b-5607-11ec-9e94-b46bfc47735d,73,52,88,67,36,53,34,105,4,77,C-
uZfhzJCf3Q,9940f76b-5607-11ec-9e94-b46bfc47735d,30,86,48,64,38,32,48,22,4,99,C
2ruNWPmicg,9940f76b-5607-11ec-9e94-b46bfc47735d,29,94,49,77,58,56,23,119,9,37,A
5xTn7laQAz,9940f76b-5607-11ec-9e94-b46bfc47735d,57,36,41,25,27,42,28,48,7,92,D
UPLEFa48ob,9940f76b-5607-11ec-9e94-b46bfc47735d,29,91,88,62,46,50,39,73,10,20,A
g0aGB2MNq6,9940f76b-5607-11ec-9e94-b46bfc47735d,89,47,71,56,26,79,59,94,8,63,A
vMCwbZJ5UI,9940f76b-5607-11ec-9e94-b46bfc47735d,61,70,93,75,29,23,26,68,7,85,D+
P80TDV5kec,9940f76b-5607-11ec-9e94-b46bfc47735d,69,100,55,64,49,30,46,39,6,77,A
UX8dL9oWOH,9940f76b-5607-11ec-9e94-b46bfc47735d,85,62,45,97,24,46,22,55,0,49,D+
erGZXNCSa8,9940f76b-5607-11ec-9e94-b46bfc47735d,39,35,71,22,34,78,35,121,2,91,A-
aKtF7xlCj,9940f76b-5607-11ec-9e94-b46bfc47735d,95,71,92,26,48,58,29,130,7,37,A
OcbMCqoATE,9940f76b-5607-11ec-9e94-b46bfc47735d,35,93,59,56,34,23,60,80,0,71,C-
Ki437ImMiB,9940f76b-5607-11ec-9e94-b46bfc47735d,96,99,56,65,25,58,54,121,0,95,C+
VkA4Ln4RP8,9940f76b-5607-11ec-9e94-b46bfc47735d,99,79,30,23,46,58,42,115,1,76,C+
Vv5mvmR93y,9940f76b-5607-11ec-9e94-b46bfc47735d,36,85,55,84,52,77,50,125,3,88,C
9mCMQL1myp,9940f76b-5607-11ec-9e94-b46bfc47735d,37,92,47,24,54,84,26,48,1,46,B-
FGVfybCruk,9940f76b-5607-11ec-9e94-b46bfc47735d,44,28,40,99,34,21,38,132,2,41,C-
ybgAEICak2,9940f76b-5607-11ec-9e94-b46bfc47735d,81,29,37,85,60,84,50,120,3,29,A
WJrWAidLZ5,9940f76c-5607-11ec-9e84-b46bfc47735d,93,86,90,74,97,97,-1,-1,-1,-1,D
tmt3aPs20s,9940f76c-5607-11ec-9e84-b46bfc47735d,67,63,60,96,66,144,-1,-1,-1,-1,C+
PiQvBSPut9,9940f76c-5607-11ec-9e84-b46bfc47735d,94,70,78,59,71,114,-1,-1,-1,-1,C
pSE2USVUGe,9940f76c-5607-11ec-9e84-b46bfc47735d,53,47,96,51,70,85,-1,-1,-1,-1,C
uZfhzJCf3Q,9940f76c-5607-11ec-9e84-b46bfc47735d,98,46,86,47,55,124,-1,-1,-1,-1,D+
2ruNWPmicg,9940f76c-5607-11ec-9e84-b46bfc47735d,83,48,66,93,49,98,-1,-1,-1,-1,D+
5xTn7laQAz,9940f76c-5607-11ec-9e84-b46bfc47735d,92,54,92,46,95,78,-1,-1,-1,-1,D
UPLEFa48ob,9940f76c-5607-11ec-9e84-b46bfc47735d,90,81,86,90,84,99,-1,-1,-1,-1,A
g0aGB2MNq6,9940f76c-5607-11ec-9e84-b46bfc47735d,79,69,82,45,87,54,-1,-1,-1,-1,B-
vMCwbZJ5UI,9940f76c-5607-11ec-9e84-b46bfc47735d,69,68,99,85,93,77,-1,-1,-1,-1,D
P80TDV5kec,9940f76c-5607-11ec-9e84-b46bfc47735d,80,57,53,56,67,142,-1,-1,-1,-1,D
UX8dL9oWOH,9940f76c-5607-11ec-9e84-b46bfc47735d,59,83,74,62,56,114,-1,-1,-1,-1,D
erGZXNCSa8,9940f76c-5607-11ec-9e84-b46bfc47735d,69,49,90,86,68,109,-1,-1,-1,-1,B
aKtF7xlCj,9940f76c-5607-11ec-9e84-b46bfc47735d,99,93,91,47,63,142,-1,-1,-1,-1,C+
OcbMCqoATE,9940f76c-5607-11ec-9e84-b46bfc47735d,47,78,92,77,82,57,-1,-1,-1,-1,B+
Ki437ImMiB,9940f76c-5607-11ec-9e84-b46bfc47735d,67,53,83,62,51,95,-1,-1,-1,-1,A-
VkA4Ln4RP8,9940f76c-5607-11ec-9e84-b46bfc47735d,92,70,52,93,65,135,-1,-1,-1,-1,C-
Vv5mvmR93y,9940f76c-5607-11ec-9e84-b46bfc47735d,89,87,79,87,59,61,-1,-1,-1,-1,A
9mCMQL1myp,9940f76c-5607-11ec-9e84-b46bfc47735d,63,73,97,48,72,81,-1,-1,-1,-1,D+
8uv1aK9btU,9940f76d-5607-11ec-aac6-b46bfc47735d,65,99,26,98,91,70,83,-1,-1,-1,C+
cp5asEx6KR,9940f76d-5607-11ec-aac6-b46bfc47735d,97,86,48,69,97,96,78,-1,-1,-1,D
RxNqRHaaoI,9940f76d-5607-11ec-aac6-b46bfc47735d,98,85,35,67,53,58,44,-1,-1,-1,A
AnRRwDoMFm,9940f76d-5607-11ec-aac6-b46bfc47735d,91,71,20,95,50,94,89,-1,-1,-1,B+
RwKSObZt8b,9940f76d-5607-11ec-aac6-b46bfc47735d,96,60,44,82,60,77,95,-1,-1,-1,B+
QVsfnLS8nP,9940f76d-5607-11ec-aac6-b46bfc47735d,96,71,29,92,99,93,119,-1,-1,-1,A
piajOfWMIT,9940f76d-5607-11ec-aac6-b46bfc47735d,61,68,27,86,99,93,109,-1,-1,-1,B-
lKOmgoDP5M,9940f76d-5607-11ec-aac6-b46bfc47735d,82,84,30,71,50,46,66,-1,-1,-1,C-
xrWlqSyLPV,9940f76d-5607-11ec-aac6-b46bfc47735d,99,98,38,100,72,56,68,-1,-1,-1,B+
k4hG2bKBi2,9940f76d-5607-11ec-aac6-b46bfc47735d,47,90,45,72,89,47,64,-1,-1,-1,C-
OhfDW5FQet,9940f76d-5607-11ec-aac6-b46bfc47735d,79,77,27,84,61,87,90,-1,-1,-1,B
0Bb2zMzQAL,9940f76d-5607-11ec-aac6-b46bfc47735d,84,69,10,61,89,85,99,-1,-1,-1,C+
qjAClhRo8T,9940f76d-5607-11ec-aac6-b46bfc47735d,86,66,16,60,75,92,81,-1,-1,-1,D+
MMNPTkNHZg,9940f76d-5607-11ec-aac6-b46bfc47735d,100,100,43,74,78,62,71,-1,-1,-1,C+
v9ksRoAENe,9940f76d-5607-11ec-aac6-b46bfc47735d,95,81,36,49,93,64,77,-1,-1,-1,C+
I8k5HwpLlU,9940f76d-5607-11ec-aac6-b46bfc47735d,71,87,21,91,92,69,76,-1,-1,-1,A
pAA8hhbaAf,9940f76d-5607-11ec-aac6-b46bfc47735d,45,75,7,99,71,92,88,-1,-1,-1,C
kJQAvxlegv,9940f76d-5607-11ec-aac6-b46bfc47735d,94,56,19,100,87,94,115,-1,-1,-1,B
l8Ck5AEii7,9940f76d-5607-11ec-aac6-b46bfc47735d,55,65,48,87,67,95,110,-1,-1,-1,B-
EIBGkZJ8LU,9940f76d-5607-11ec-aac6-b46bfc47735d,50,96,49,64,46,91,120,-1,-1,-1,B
WVztzxaqG1,9940f76d-5607-11ec-aac6-b46bfc47735d,57,79,33,77,51,63,110,-1,-1,-1,C-
nlNo3Ifie2,9940f76d-5607-11ec-aac6-b46bfc47735d,88,71,6,81,88,80,73,-1,-1,-1,C+
fe20lUruvB,9940f76d-5607-11ec-aac6-b46bfc47735d,78,55,8,50,65,47,115,-1,-1,-1,A
q24FfeogSR,9940f76d-5607-11ec-aac6-b46bfc47735d,75,98,32,56,86,53,108,-1,-1,-1,A
1aRjlUAYpO,9940f76d-5607-11ec-aac6-b46bfc47735d,68,76,47,88,79,68,100,-1,-1,-1,B
WUMHFJy3AG,9940f76d-5607-11ec-aac6-b46bfc47735d,51,93,8,85,75,48,119,-1,-1,-1,C-
ujARr06uDs,9940f76d-5607-11ec-aac6-b46bfc47735d,51,97,22,80,57,85,114,-1,-1,-1,D
RtDWbzvtoo,9940f76d-5607-11ec-aac6-b46bfc47735d,64,55,50,78,89,46,80,-1,-1,-1,B-
bCSKEQsp82,9940f76d-5607-11ec-aac6-b46bfc47735d,98,60,9,56,72,54,79,-1,-1,-1,A
xshALL98rR,9940f76e-5607-11ec-8c89-b46bfc47735d,80,63,67,89,98,103,-1,-1,-1,-1,C+
8uv1aK9btU,9940f76e-5607-11ec-8c89-b46bfc47735d,84,88,94,76,62,114,-1,-1,-1,-1,D+
cp5asEx6KR,9940f76e-5607-11ec-8c89-b46bfc47735d,69,70,100,89,77,116,-1,-1,-1,-1,A
RxNqRHaaoI,9940f76e-5607-11ec-8c89-b46bfc47735d,77,63,79,94,86,134,-1,-1,-1,-1,C
AnRRwDoMFm,9940f76e-5607-11ec-8c89-b46bfc47735d,77,65,85,62,93,123,-1,-1,-1,-1,D
RwKSObZt8b,9940f76e-5607-11ec-8c89-b46bfc47735d,80,99,100,73,93,120,-1,-1,-1,-1,D+
QVsfnLS8nP,9940f76e-5607-11ec-8c89-b46bfc47735d,61,70,80,82,54,67,-1,-1,-1,-1,A
qjAClhRo8T,9940f76e-5607-11ec-8c89-b46bfc47735d,47,58,76,62,46,93,-1,-1,-1,-1,B+
MMNPTkNHZg,9940f76e-5607-11ec-8c89-b46bfc47735d,71,74,59,60,58,132,-1,-1,-1,-1,B+
v9ksRoAENe,9940f76e-5607-11ec-8c89-b46bfc47735d,90,81,90,79,84,116,-1,-1,-1,-1,D
I8k5HwpLlU,9940f76e-5607-11ec-8c89-b46bfc47735d,91,65,51,67,81,52,-1,-1,-1,-1,B-
pAA8hhbaAf,9940f76e-5607-11ec-8c89-b46bfc47735d,48,90,49,59,81,115,-1,-1,-1,-1,D
kJQAvxlegv,9940f76e-5607-11ec-8c89-b46bfc47735d,69,78,72,73,74,68,-1,-1,-1,-1,B+
l8Ck5AEii7,9940f76e-5607-11ec-8c89-b46bfc47735d,46,88,49,60,62,84,-1,-1,-1,-1,B
EIBGkZJ8LU,9940f76e-5607-11ec-8c89-b46bfc47735d,65,96,89,76,45,91,-1,-1,-1,-1,C
WVztzxaqG1,9940f76e-5607-11ec-8c89-b46bfc47735d,51,78,98,59,95,109,-1,-1,-1,-1,A
nlNo3Ifie2,9940f76e-5607-11ec-8c89-b46bfc47735d,96,78,74,72,96,146,-1,-1,-1,-1,B
fe20lUruvB,9940f76e-5607-11ec-8c89-b46bfc47735d,75,94,48,70,62,101,-1,-1,-1,-1,A
k4hG2bKBi2,9940f76e-5607-11ec-8c89-b46bfc47735d,69,85,68,57,78,57,-1,-1,-1,-1,B-
OhfDW5FQet,9940f76e-5607-11ec-8c89-b46bfc47735d,96,96,79,80,68,105,-1,-1,-1,-1,C
qBhsb9AT1D,9940f76f-5607-11ec-a0eb-b46bfc47735d,73,73,97,30,82,-1,-1,-1,-1,-1,-1
wUSNkrt2i7,9940f76f-5607-11ec-a0eb-b46bfc47735d,63,72,77,42,50,-1,-1,-1,-1,-1,-1
YXCMIivcy6,9940f76f-5607-11ec-a0eb-b46bfc47735d,85,70,97,28,61,-1,-1,-1,-1,-1,-1
loWO7ep40W,9940f76f-5607-11ec-a0eb-b46bfc47735d,78,84,96,52,65,-1,-1,-1,-1,-1,-1
AyZm6kgtLQ,9940f76f-5607-11ec-a0eb-b46bfc47735d,67,78,89,49,67,-1,-1,-1,-1,-1,-1
RCkC4TjYNZ,9940f76f-5607-11ec-a0eb-b46bfc47735d,87,83,92,28,50,-1,-1,-1,-1,-1,-1
SGDgfAoZn8,9940f76f-5607-11ec-a0eb-b46bfc47735d,90,82,97,59,43,-1,-1,-1,-1,-1,-1
UuUxEvmxXO,9940f76f-5607-11ec-a0eb-b46bfc47735d,75,52,95,56,76,-1,-1,-1,-1,-1,-1
9wHtriXf8s,9940f76f-5607-11ec-a0eb-b46bfc47735d,73,83,89,22,46,-1,-1,-1,-1,-1,-1
j3BjhOJA0K,9940f76f-5607-11ec-a0eb-b46bfc47735d,92,66,65,34,43,-1,-1,-1,-1,-1,-1
77JVECgA9Y,9940f76f-5607-11ec-a0eb-b46bfc47735d,82,57,74,34,60,-1,-1,-1,-1,-1,-1
LRH33DL7sR,9940f76f-5607-11ec-a0eb-b46bfc47735d,63,70,54,29,43,-1,-1,-1,-1,-1,-1
82rggZxf5c,9940f76f-5607-11ec-a0eb-b46bfc47735d,67,61,49,42,68,-1,-1,-1,-1,-1,-1
ffD2jzc574,9940f76f-5607-11ec-a0eb-b46bfc47735d,81,51,55,46,80,-1,-1,-1,-1,-1,-1
zMdmtuvTDn,9940f76f-5607-11ec-a0eb-b46bfc47735d,67,69,85,43,70,-1,-1,-1,-1,-1,-1
4RygfhpS1h,9940f76f-5607-11ec-a0eb-b46bfc47735d,78,50,68,28,87,-1,-1,-1,-1,-1,-1
WW56HAP2R1,9940f76f-5607-11ec-a0eb-b46bfc47735d,99,76,45,24,31,-1,-1,-1,-1,-1,-1
Sx6sqg2Av5,9940f76f-5607-11ec-a0eb-b46bfc47735d,96,50,46,56,89,-1,-1,-1,-1,-1,-1
Oojd410rxz,9940f76f-5607-11ec-a0eb-b46bfc47735d,79,95,69,50,81,-1,-1,-1,-1,-1,-1
bSZa17FK2l,9940f770-5607-11ec-a079-b46bfc47735d,67,97,89,89,94,-1,-1,-1,-1,-1,-1
A3mMrNEFsy,9940f770-5607-11ec-a079-b46bfc47735d,62,75,68,58,56,-1,-1,-1,-1,-1,-1
ize3lkeNiR,9940f770-5607-11ec-a079-b46bfc47735d,71,86,94,86,92,-1,-1,-1,-1,-1,-1
fk7USWbA60,9940f770-5607-11ec-a079-b46bfc47735d,75,93,87,63,83,-1,-1,-1,-1,-1,-1
Xo3aGKAsfE,9940f770-5607-11ec-a079-b46bfc47735d,98,99,67,65,85,-1,-1,-1,-1,-1,-1
q24FfeogSR,9940f770-5607-11ec-a079-b46bfc47735d,98,86,87,45,40,-1,-1,-1,-1,-1,-1
1aRjlUAYpO,9940f770-5607-11ec-a079-b46bfc47735d,98,30,52,79,67,-1,-1,-1,-1,-1,-1
WUMHFJy3AG,9940f770-5607-11ec-a079-b46bfc47735d,98,41,45,38,93,-1,-1,-1,-1,-1,-1
ujARr06uDs,9940f770-5607-11ec-a079-b46bfc47735d,98,91,66,88,92,-1,-1,-1,-1,-1,-1
RtDWbzvtoo,9940f770-5607-11ec-a079-b46bfc47735d,98,34,46,100,60,-1,-1,-1,-1,-1,-1
bCSKEQsp82,9940f770-5607-11ec-a079-b46bfc47735d,98,68,98,55,60,-1,-1,-1,-1,-1,-1
